projectID,acronym,title,objective,frameworkProgramme,ecMaxContribution
101068552,MAL-ZOO,The malaria zoo: dissecting cerebral malaria in three in vitro primate blood-brain barrier models,"Plasmodium falciparum cerebral malaria (CM) is the most severe complication during malaria infections. CM is associated with patient coma and blood-brain barrier (BBB) disruption resulting in brain swelling and patient death. In the zoonotic malaria parasite P. knowlesi, CM is described in rhesus macaques but occurs neither in human infections nor in the natural long-tail macaque reservoir. Infected red blood cell cytoadhesion to endothelial cells and the release of parasite toxins have been described as pathogenic mechanisms of falciparum CM. Both factors are present in P. knowlesi in all three primate hosts, albeit at different levels and result in different clinical outcomes. Therefore, I hypothesize that the pathogenic mechanisms of CM in primates are host and parasite-specific. As in vivo studies are limited to post mortem samples, I aim to develop in MAL-ZOO novel microvascular 3D in vitro models of the human, rhesus macaque and long tail macaque BBB. I will adapt existing differentiation protocols for human induced pluripotent stem cells (iPSC) to generate macaque endothelial cells, astrocytes and pericytes, that will be introduced in a 3D microvascular model. Taking advantage of the microfluidic properties of the devices, I will characterize the dynamics of P. knowlesi cytoadhesion to the endothelium of the three hosts. Afterwards, I will measure the BBB pathogenicity of these two parasites by confocal microscopy, functional permeability assays and RNAseq transcriptional analysis and correlate it to the parasite cytoadhesion levels. The cross-species comparison will be used to highlight species-specific virulence factors during P. falciparum and P. knowlesi infections. This will improve our understanding of the mechanisms leading to P. falciparum CM in humans and the pathogenic potential of zoonotic P. knowlesi malaria.",HORIZON,180096.96
101069174,Print and Grow,A novel support material for 3D bioprinting and post-printing tissue growth: Print and Grow,"""Three-dimensional (3D) bioprinting holds great promise for tissue engineering, with extrusion bioprinting in suspended hydrogels becoming the leading bioprinting technique in recent years. In this method, living cells are incorporated within bioinks, extruded layer by layer into a granular support material and undergo gelation through diverse cross-linking mechanisms. It offers high fidelity and precise fabrication of complex structures based on the living tissue properties, however the transition of cell mass mixed with the bioink into functional native-like tissue requires post-printing cultivation in vitro. An often-overlooked drawback of 3D bioprinting is the non-uniform shrinkage and deformation of printed constructs during the post-printing tissue maturation period. This leads to highly-variable and unpredictable engineered constructs, posing a challenge for the technology to meet applicative requirements.  
We propose to develop a novel technology of """"Print and Grow"""", 3D bioprinting into a specially designed microgel aimed to enhance the long-term structural stability of the printed objects by providing structural support and a possibility for live monitoring during tissue maturation. Our preliminary testing of the Print and Grow method demonstrated accurate bioprinting with high tissue viability while preserving the construct shape and size, unlike current state of the art approaches. We aim to optimize the support material properties and develop scalable and reproducible fabrication techniques. We also plan to test the Print and Grow for a wide range of tissue types and adjust the microgel according to specific tissue requirements. Finally, we will study the in vivo transplantation possibility of the tissue generated through the Print and Grow process. The results of our proof of concept project may lead to emergence of universal and user-friendly 3D bioprinting technology for regenerative medicine, drug discovery and cultured meat industry.""",HORIZON,150000
101069182,L-Cell,Light-reconfigurable substrate for cell cultures,"L-Cell is a method for robust, reconfigurable control of surface topography, based on creating reversible light-induced surface structures onto azobenzene-containing bilayers. These light-reconfigurable substrates allow free-form topographical patterns to be created and subsequently erased over many cycles on a biocompatible cell culture substrate, even when the cells are already growing on the substrate. L-Cell aims at mimicking more closely the dynamic conditions in human body, which regulate many physiological and pathological processes, such as tissue morphogenesis, healing, and tumour growth. Our non-invasive solution is important for definition of chrono-programmes e.g. cell differentiation, stem cell phenotype harvesting, tissue regeneration and triggering cell directional migration. The bilayer structure allows for easy chemical modification of the surface, ensuring biocompatibility and further functionalization, and fully supporting existing protein deposition techniques. L-Cell reconfigurable light-responsive petri dishes can be used as drop-in solution, enabling new, unique biological investigations on cell dynamics to be conducted. Besides, the growing need to reduce animal testing in drug screening, toxicology, and research has increased the demand for innovative cell culture solutions that recapitulate the complexity of cell dynamics in a controllable, cost-effective way, without sacrificing their clinical relevance. For all these reasons, L-Cell offers new opportunities as an innovative tool for a wealth of potential targets.",HORIZON,150000
101069302,BioCHIPs,BioCHIPS - Biofabricated microfluidcs CHIPS based on self assembling of CNCs to recreate the hierarchical fibrillar structure of human tissues ECM,"Biochips proposes an innovative bottom-up strategy to directly fabricate cell-laden devices that recreate the unique biophysical cues from the native fibrillar ECMs and allow the design of bioengineered microtissues with arbitrary geometries. The proposed platform combines the concepts of matrix-assisted 3D free-form bioprinting with the controlled self-assembly of colloidal cellulose nanocrystals (CNCs) to fabricate cell-laden constructs embedded within its own fibrillar CNC hydrogel device. The proposed platform can array multiple independent single organ models in a high-throughput manner (number will depend on the desired model complexity and well plate used) or link multiple tissue/organ models together with microfluidic circuits that can be user-defined on their CAD designs. The BioCHIPS system enables high-resolution printing of complex and perfusable multicellular constructs without separating membranes or plastic barriers, where cells can interact through signaling gradients created by compartmentalization in a bioinspired fibrillar matrix, and supporting their long-term culture. In addition to optical transparency for real time monitoring, CNCs hydrogels can be bioorthogonally digested to release the embedded constructs for post-bioprinting analysis and processing, which is a crucial advantage in organ/tissue-on-chip applications. Beyond the fabrication of perfusable microfluidic channels and cell-laden chambers for the development of 3D microphysiological systems as in vitro models, the intrinsic characteristics of this bioinspired platform, further enables its scale up to produce tissue engineered constructs within its own bioreactor for in vitro maturation and biological tests at higher scales.",HORIZON,150000
101069433,DOMES,Directed Orchestration of Microfluidic Environments for guided Self-organisation,"In Europe, 263 per 10,000 pregnancies are diagnosed with a fetal congenital anomaly. Congenital anomalies, also referred to as birth defects, are defined as structural or functional disorders that occur during fetal development and are inherited, and/or caused by environmental factors. Unfortunately, the link between environmental factors, such as drugs, toxins or other chemicals, and the manifestation of these multifactorial disorders is poorly understood. To identify environmental factors affecting tissue and organogenesis and study their pathogenic mechanisms, new 3D in vitro models with reliable and highly reproducible architecture are urgently needed. None of the current cell culture systems available can provide the controlled environment needed to sufficiently guide the self-organization process of stem cell-based 3D in vitro models. Our new microfluidic platform, DOMES, is the first of its kind, combining precise control over morphogenetic processes with standardized and user-friendly handling. In this project, we will exemplarily focus on congenital diseases of the kidney, in particular the collecting duct system. We will analyse on-chip the impact of specific environmental compounds, such as drugs and endocrine disruptors, on the branching morphogenesis of the collecting duct.
DOMES is a product family of microfluidic 3D cell culture chips which will allow the control and study not only of kidney organoids, but of other 3D cell models including lung, neural, gut organoids and embryoid bodies. This is the first instance of a cell culture platform allowing direct orchestration of the microfluidic environment for guiding self-organisation, symmetry breaking and organogenesis, and represents a paradigm shift in researchers ability to study development of organs and their congenital anomalies in vitro.",HORIZON,150000
101070953,BioRobot-MiniHeart,Engineering a living human Mini-heart and a swimming Bio-robot,"Cardiovascular disease (CVD) is still the N1 cause of death worldwide despite the significant efforts of academia and pharmaceutical industry to understand the different underlying causes of CVD. They have been hampered by the lack of proper human cardiac models as the animal models have different physiology and gene expression from the human situation and the flat cell culture in vitro models are not capable of producing pumping motion, which is the main function of the heart. Furthermore, pesticides toxicity and risk for human health are controlled at a European level through a well-developed regulatory network, however, cardiotoxicity is not described as a separate hazard class while it can have long-term cardiovascular complications. Here we propose to make better predicative in vitro cardiac models by making a vascularized beating mini-heart and a self-propulsion swimming bio-robot made by assembling human cardiac cells into 3D tissue structures using sacrificial molding and high-resolution 3D bio-printing. The mini-heart and the bio-robot will enable the scientific community to have a more realistic human cardiac model in vitro and a proper tool to assess the presence of cardiotoxicants in the environment. This work will be done in a consortium of four parties with the necessary expertise, ranging from heart development, human pluripotent stem cells, 3D bioprinting, tissue engineering and biosensing, to bring these engineered living tissues to reality.",HORIZON,4475946
101071203,SUMO,Supervised morphogenesis in gastruloids,"The lack of realistic in vitro organ models that can faithfully represent in vivo physiological processes is a major obstacle affecting the biological and medical sciences. The current gold standard is animal experiments, but it is increasingly clear that these models mostly fail to recapitulate the human physiology. Moreover, animal experiments are controversial, and it is a common goal in the scientific community to minimize the use of animals to a strictly necessary minimum. The emergence of stem cell engineered organ models called organoids represents the only viable alternative to animal research. However, current organoid technology is yet to produce the larger physiologically relevant organmodels that the medical sciences really need. Specifically, current organoids are too small, not vascularized and lack the 3-dimensional organization found in vivo. In this interdisciplinary project we aim to challenge all these limitations by using the recently developed gastruloid technology guided by cutting edge bioengineering and artificial intelligence. Gastruloids are formed by initiating the very early developmental processes and develops along a highly coordinated three axial process that closely resembles mammalian embryogenesis. Moreover, gastruloids can develop several organ precursors simultaneously and thus constitutes important improvements over conventional single-tissue organoids. To harvest the potential of gastruloid technology we will first implement large sequencing and imaging experiments to optimize the developmental trajectory of gastruloids for organ inductions. We will then build these datasets into a multimodal data matrix to identify gastruloid candidates for cardiovascular and foregut development. Specifically, we will identify candidates that show strong vasculogenesis as candidates for later vascularisation by anastomose with endothelial cells.",HORIZON,3337725
101071626,SMARTA,A sustainable small scale model for formulation absorption screening,"In this project our aim is to validate a small scale absorption model for sustainable and animal-free screening of pharmaceutical formulations intended for oral use. The model will use small volumes and low quantities of drugs and excipients, contributing to the sustainable approach taken. The advanced model will enable companies to early on identify the best formulation which enable and increase absorption after oral intake. The model can replace animal models, directing the research to few proof-of-concept studies in vivo in higher preclinical species rather than making use of formulation screens in rodents and higher species. Hence, our technology is a game-changer in the drug development process and significantly contributing to the reduce and replace focus areas of the 3R principles. The company has a strong scientific foundation, and the key people of Enphasys AB have extensive network with leading pharma and biotech companies as well as scientific key opinion leaders. Currently the company has validated its business with regard to our services to customers making use of prime examples from big pharma.  In this Women Tech EU project, our aims are to explore a new small scale innovation building on the knowledge acquired on the patented technology own by Enphasys AB. Here, we will analyse the market value, extend and validate our business plan including the new small scale innovation, analyse the IP landscape for the new innovation, and identify sustainable manufacturer(s), preferably located in Europe.",HORIZON,75000
101071659,uBeat,Mimic human complexity in a Beat to revolutionize the drug development,"BiomimX Beating organs-on-chips (OoC) are in vitro miniaturized and living replica of human organs and diseases,
building upon cutting-edge technologies and human cells. Beating OoC provide a faithful replication of native human
physiology integrating miniaturized 3D cell culture techniques, mechanical stimulation (uBeat®) and electrical recording
capabilities (uSense). BiomimX’s proprietary key technology (uBeat®) supports 3D human cell cultures and integrates a
controlled and tunable mechanical stimulation system. uBeat® leads to the generation of mature and functional miniaturized
replication of human organs adequate to test compounds toxicity/functionality in a high-throughput fashion. Integration of
uSense allows real-time evaluation of clinically relevant parameters from the established beating models. BiomimX’s
Beating OoC represent a safer, more efficient and faster alternative to poorly predictable preclinical models to date available in
the drug discovery pipeline (DDP). BiomimX already demonstrated the validity of its Beating OoC models in two critical fields of
the drug discovery pipeline: uHeart (human beating heart-on-chip) has been applied as early predictor of drug functional
cardiotoxicity, uKnee (first in vitro model of human OA) has shown its predictive potential for the discovery of new targets for
an unmet pathology.
Also thanks to the contribution of Women TechEU programme, BiomimX aims at demonstrating the unprecedented potential of its disruptive innovation in reshaping the market of drug development, by i) boosting technological aspects (i.e. through an intensive industrialization process of BiomimX patented technologies) and ii) proving the versatility of its innovation and its capacity to adapt to a manifold of indications and market spaces. In line with the 3R principle, BiomimX final vision is to reduce and eventually replace animal experimentations within the next 15 years.",HORIZON,75000
101072131,TechTissue,TechTissue - Validate human-based 3D in vitro models for accurate drug discovery and development towards a successful market entry,"Metatissue is focused on the design, production and commercialization of chemically modified human-derived proteins to prepare hydrogels, sponges and bioinks to improve 3D cell culture and disease modelling for drug discovery and development, tissue engineering, and personalized medicine advancements.

Metatissue has developed a bioactive platelet-rich plasma derivative precursor that can be cured upon light exposure to form soft materials with tunable mechanical properties. Such materials provide functional support for cell growth and interact with cells to control their function, guiding the process of tissue morphogenesis. This platform is the first to offer complete human-based material for 3D cell culture and an easy-to-use solution for clinical purposes.

This deep technology enables researchers to culture human cells in a physiologically relevant microenvironment for applications in cell culture research, drug screening and development, cancer research, tissue engineering, replacement of animal testing and therapeutic applications. This technology will have a significant impact on the 3D cell culture market and pharmaceutical industry by accelerating drug screening and development reducing associated costs.These materials present an alternative to the gold standard materials that are currently used in cell culture assays, which generally comprise animal-derived proteins that form a gel under corporal conditions. 

TechTissue intend to achieve the current Metatissue strategy by exploiting its business opportunity and setting a successful business strategy and commercialization plan based on the technical optimisation of the product, the assessed market requirements, the end-user needs and the competitor analysis.",HORIZON,75000
101072531,QTOX,Quantitative extrapolation in ecotoxicology,"Reliable assessment of the ecological risks posed by chemicals is a fundamental component of European policies concerned with safe use of chemicals e.g. REACh, The Green Deal, and protection of ecosystem functioning and ecosystem services (Water Framework Directive). Chemical risk assessment typically involves extrapolation of effects observed in-vitro and in-vivo under laboratory conditions to predictions of effects at the ecosystem level. This is a very challenging task and current extrapolation models have limitations, notably due to a number of ecological processes that are disregarded by the models and the paucity of data for parameterisation and validation. QTOX will develop mechanistic knowledge and data efficient modelling tools to bridge the gap between standard toxicity data (typically acute effects of single chemicals) and ecologically relevant end points arising from chronic, time variable exposures to chemical mixtures. The results will be achieved through an interdisciplinary and intersectoral research and training program in which 10 doctoral candidates will characterise the mechanistic processes describing the successive events from exposure to ecosystem-level effects and develop models for extrapolation of adverse effects across levels of biological organisation under environmentally realistic conditions. Notably, the effects of chemical mixtures, dynamic exposure conditions and their interaction with climate change scenarios will be characterised in a series of mesocosm experiments at three sites in central and southern Europe. The mesocosm work will serve as a uniting training element and a rich source of data for testing and validating the modelling framework. QTOX will produce an open access toolbox for quantitative extrapolations in ecotoxicology and a cohort of researchers equipped with the knowledge and skills necessary to implement and develop rigorous approaches for predicting adverse effects of chemicals.",HORIZON,2727057.6
101073386,GLIORESOLVE,"Training the next-generation of European GLIOblastoma (translational) researchers, to RESOLVE precision targeting of the brain tumour microenvironment","Isocitrate dehydrogenase wildtype (IDHwt) glioblastoma (GBM) is the most frequent, aggressive and lethal brain tumour. It has a universally fatal prognosis with 85% of patients dying within two years. Effective precision medicine therapies are thus urgently required. This can only be achieved by focused multi-sectoral collaborations in innovative research disciplines. Overall, GLIORESOLVE will exploit the intractability of GBM to address European applied biomedical research training needs and will train 10 innovative, entrepreneurial doctoral researchers (DRs). The research objectives of GLIORESOLVE are i) to extend immunotherapy options to IDHwt GBM patients and identify novel tumour microenvironment (TME) subtype-specific therapeutic targets, (ii) develop and optimise state of the art pre-clinical models that recapitulate GBM TME-subtypes and (iii) test novel rationally selected (available) drugs / drug combinations for precision treatment of IDHwt GBM based on TME subtype assignment. Cumulatively, the programme seeks to generate sufficient data to support a post-project Phase 2 clinical trial. The consortium brings together leading European academics, clinicians, private sector and not-for-profit partners, and incorporates disruptive research methods including multi-omics, ex-vivo ‘tumour-on-a-chip’ assay development, computational modelling and systems biology. Overall GLIORESOLVE provides a comprehensive translational research strategy that goes significantly beyond the current state-of-the-art in neuro-oncology, to establish a new TME-targeting precision medicine platform for this incurable disease. The GLIORESOLVE network addresses current needs in academia and the private sector to train doctoral researchers in an environment that spans multiple disciplines. Thus, GLIORESOLVE DRs will be able to navigate confidently between clinical, academic and private sector environments to progress applied research findings towards improved patient outcomes.",HORIZON,2672925.6
101075975,CROSSTALK,Decoding Extracellular Vesicle-mediated organ crosstalk in vivo,"To coordinate activities between different tissues, multicellular organisms critically rely on intercellular communication. Whereas homeostatic signalling within organs is studied extensively, inter-organ crosstalk is only starting to be unravelled. In recent years, Extracellular Vesicles (EVs) have emerged as central mediators of this pathway by shuttling specific bioactive cargo including proteins between cells. These nano-sized lipid vesicles are released by virtually every cell type, are transported via the blood and combine the intricacy of cell-cell contact with the long-acting range of cytokines. However, due to their small size and a lack of suitable approaches, to what extent endogenous EVs mediate inter-organ crosstalk and support custom cargo delivery is unclear. 

I recently developed a unique transparent zebrafish embryo model expressing optical EV-reporters to examine endogenous EV biology at unprecedented detail in vivo. 

The aim of this proposal is to understand endogenous EV-mediated organ crosstalk by studying EVs secreted by the liver, the central metabolic hub in vertebrates. To this end, I will decode hepatic EV communication routes in vivo in health and liver pathology by exploiting my model system combined with novel tools and high-resolution microscopy. I will pursue three key-objectives: 1) Targets: mapping hepatic EV target organs; 2) Contents: analysing custom cargo delivery by hepatic EVs to specific target organs. 3) Function: determining the function of endogenous hepatic EVs by developing and applying molecular tools to interfere with their release in vivo. 

This project will provide the first advanced mapping of endogenous EV inter-organ crosstalk in a living model organism. By studying how pathology impacts EV mediated organ crosstalk and gaining precise control over EV release in vivo I will obtain unique insights into EV pathophysiology. In turn, this will open avenues for optimized diagnostics and therapeutic intervention.",HORIZON,1500000
101076407,ENDOMET-STEER,Endothelial metabolism dictates the bone marrow niche and the plaque microenvironment,"Inflammation is an important driver of atherosclerosis, the primary cause of global morbidity and mortality in emerging and developed countries. New strategies to reduce atherosclerotic cardiovascular disease (CVD) risk are therefore eagerly needed. I recently found that atherogenic inflammatory stimuli rewire cellular metabolism in endothelial cells (ECs) and thereby contribute to atherosclerosis progression. Defining the intricate link between EC inflammation, metabolic rewiring and functional consequences for the vasculature will open new avenues for therapeutic strategies in CVD. 

My recent work shows that CVD-associated metabolic changes in ECs can affect their secretome. In turn, the endothelial secretome disrupts both stem cell function in the bone marrow niche and macrophage activation in the plaque microenvironment, two highly vascularized tissue compartments that drive atherosclerosis progression. Based on these findings, I hypothesize that CVD-associated EC metabolic changes impact the micromilieu in both tissue compartments, propagating the proinflammatory state in CVD patients.

With this ERC project I aim to define (1) how EC metabolism is affected in atherosclerosis, (2, 3) what the impact of altered EC metabolism is for stem cell function in the bone marrow niche and for macrophage activation in the plaque, and ultimately (4) to define how interventions in EC metabolism improve tissue function and halt CVD development.

I will apply innovative 3D organ-on-chip models that accurately reflects the human bone marrow and plaque microenvironment. By combining this with a unique collection of human ex-vivo atherosclerotic plaques, human bone marrow cells and novel transgenic in-vivo models, I will generate essential new insights that help to understand the development of atherosclerotic CVD.

Hereby, this ERC will yield important insights that the field urgently awaits to develop novel therapeutic strategies for the reduction of the burden of CVD.",HORIZON,1528006.25
101077146,EvOoC,Evolving Organs-on-Chip from developmental engineering to “mechanical re-evolution”,"EvOoC aims at developing smart mechanically active Organs-on-Chip platforms as clinically relevant in vitro setups to unravel mechanisms underlying tissue regeneration and progression of unmet diseases.
A decade ago, developmental engineering (DE) proposed to model in vitro clinically relevant tissues replica by recapitulation of embryonic developmental events. Despite physical forces have recently been suggested as main driver of developmental processes, mechanical conditioning never prevailed as key DE strategy. This is related to a lack in current in vitro mechanobiology setups, mainly based on open loop systems, which disregard the fact that native mechanical environment varies in time as function of tissue state itself. 
EvOoC vision is to elevate mechanobiology as leading DE approach through a ground-breaking paradigm, named mechanical re-evolution, based on the high-risk/high-gain hypothesis that an iterative manipulation of mechanical forces is necessary to guide in vitro adult tissue development at unprecedented levels. 
Towards this vision, I will deliver a new method (Evolving OoC, EvOoC), integrating three enabling functions:
 “Move” - to apply native-inspired mechanical forces to tissues in vitro;
 “Sense” – to monitor their comprehensive effect on tissue development;
 “Adapt” – to modulate forces as a function of tissue responses through machine learning (ML)-based algorithms, towards an unsupervised tissue evolution. 
I will take advantages of two paradigmatic test-cases (cartilage and heart) to showcase the power of mechanical re-evolution in guiding in vitro tissue physiological and pathological states, towards the identification of a brand-new class of mechanotherapeutics for unmet pathologies.
By combining principles of microfabrication, DE, mechanobiology and ML, EvOoC will revolutionize basic studies in tissue development and disease modeling, facilitating innovative translational strategies to tackle tissue repair in manifold applications.",HORIZON,2430625
101077419,LIGHTHEART,Surgical optogenetic bioprinting of engineered cardiac muscle,"Heart failure remains a leading cause of mortality worldwide taking an estimate of 16 million lives each year. Cardiac tissue engineering solutions that can improve the quality of life of those with advanced heart disease have proved challenging so far. Bioprinting is an exciting technology that holds promise to fabricate tissues and organs. Lab-grown engineered cardiac muscle requires at least four weeks to maturate in a bioreactor. In LIGHTHEART, an off-the-shelf solution will be developed for treating injured myocardium in vivo. An unconventional combination of bioprinting and optogenetics will be used to surgically fabricate engineered cardiac muscle directly at the patient’s heart. A surgical bioprinting tool will be constructed to achieve vascularization and cellular architectures as that observed in native cardiac muscle. Induced pluripotent stem cell-derived cardiac cells will be the basis of the bioinspired biomaterial-free ink that will be printed. Optogenetic expression of different light-sensitive proteins at the cell surfaces will be the sole trigger of cellular assembly, thus omitting the need to embed cells in hydrogels or printing in a supporting bath. Surgical optogenetic bioprinting will be first tested ex vivo using a silicone human phantom with a mimicking beating heart, and later in vivo in a large animal model in accordance with the 3R principles. LIGHTHEART opens up new horizons in the way heart failure can be clinically treated and brings hope to patients who are desperately waiting for a heart transplantation. The disruptive nature of LIGHTHEART will unite engineers, surgeons and scientists to change the future of transplantation medicine with modular bottom-up technologies that allow for in vivo tissue and organ restoration or replacement directly at the operating theatre.",HORIZON,1499705
101079473,OrChESTRA,Organ-on-a-Chip Focused Strategic Partnership,"OrChESTRA project aims to build solid and productive links between ODTÜ MEMS (Turkey) and three internationally-leading counterparts; TU/e (The Netherlands), IMEC (Belgium), and UFR (Germany), in order to strengthen scientific and research capacity of BioMEMS Research Unit of ODTÜ MEMS by raising the research profile of its staff and broadening its recognition as a centre of excellence in the field of microfluidics, biosensors, and particularly organ-on-a-chip systems. With the four twinning partners in place, ODTÜ MEMS aims to acquire the expertise needed not only to fill the identified gaps regarding knowledge, capacity, and networking, but also to join leading networks of excellence in microfluidics, biosensors, and organ-on-a-chip based research areas as an equal partner. The consortium expects to expand the R&D capabilities of the partners, to attract and provide scientific personnel via the OrChESTRA to the thematic focus of microfluidics, biosensors, and organ-on-a-chip systems, contributing to critical mass for the widespread application of such promising systems. Empowering the partnering organisations will result in knowledge transfer, joint publications and future research projects. The consortium is strongly committed to further develop this partnership with a long-term sustainable horizon of cooperation beyond the project.

Consequently, OrChESTRA project aims to promote new opportunities for the consortium members via development of productive and sustainable links among them for higher levels of excellence in the field of microfluidics, biosensors, and organ-on-a-chip platforms, with a major focus on enhancing the range of competences of the coordinator. Objectives dedicated to achieve this goal:

1. Raising the research profile of ODTÜ MEMS and its researchers
2. Enhancing institutional capacity of ODTÜ MEMS
3. Excellence in the wider impact for the ecosystem and beyond
4. Integration into European networks of excellence",HORIZON,1492927.5
101080249,SIMPATHIC,"Accelerating drug repurposing for rare neurological, neurometabolic and neuromuscular disorders by exploiting SIMilarities in clinical and molecular PATHology","Drug repurposing can fill an important gap for rare disease patient groups with large unmet medical needs. In comparison to traditional drug development, drug repurposing reduces the time and costs for drug development, regulatory approval, and market authorization. Yet, we need to increase the efficiency of the drug repurposing pathway to provide broader access to new therapeutic modalities for larger groups of patients. SIMPATHIC’s main objective is to accelerate drug repurposing for rare neurological, neurometabolic and neuromuscular disorders. SIMPATHIC’s main accelerating innovation is the simultaneous drug development for groups of patients with different genetic diagnoses but overlapping neurological symptoms and molecular pathomechanisms. SIMPATHIC’s key outputs accelerating the drug repurposing pathway include: Standard operating procedures for culturing stem cell-derived neuronal cell models with proven relevance for clinical symptoms and amenable to high-throughput drug screens; New drug repurposing candidates with proven efficacy in advanced brain-on-a-chip and 3D brain organoid models, as demonstrated by reversal of molecular biomarker signatures and cellular readouts associated with clinical symptoms; Designs of innovative basket clinical trials to which patients with different disorders are recruited, utilizing and aggregating personalized clinical endpoints; A training module for patients and patient organizations to empower them as drivers of the drug repurposing pathway; Blueprints for intellectual property strategies, business models, regulatory dossiers and patient access strategies, developed in co-creation between all relevant stakeholders. SIMPATHIC’s proof-of-concept for the simultaneous development of repurposed drugs for multiple indications will show the path forward to development of personalized treatment opportunities for groups of rare disease patients in a cost- and time-efficient manner.",HORIZON,8826970
101080690,MAGIC,Next-generation models and genetic therapies for rare neuromuscular diseases,"Muscular dystrophies are severe genetic disorders characterised by muscle wasting, impaired mobility and premature death, which to date remain incurable. Although preclinical and clinical evidence position genetic therapies amongst the key emerging treatments for several genetic conditions, no gene therapy or genome editing strategy has been approved for any muscular dystrophies yet. The lack of robust, human(ised) models enabling precise development of such advanced therapies is a major barrier towards their clinical translation for muscle diseases. To overcome this limitation, we have assembled the multidisciplinary MAGIC consortium to build novel, high-fidelity, models of human skeletal muscle pathophysiology which will be used to develop new vectors for safe and efficacious neuromuscular gene therapy and genome editing. Specific rare (paediatric) diseases targeted by our consortium are Duchenne muscular dystrophy (DMD),  X-linked (XLCNM), autosomal dominant (ADCNM) and autosomal recessive (ARCNM) centronuclear myopathies (CNMs), LMNA- and COL6-related congenital muscular dystrophies (CMDs). Microfabrication, microfluidics and human stem cell differentiation technologies will be used to generate disease-specific human myofiber- and muscle-on-chip devices qualified for commercialisation, capable of screening toxicity and cell-specificity of new adeno-associated viral vector (AAV) capsid variants, and unique muscle-specific lentiviruses. Selected vectors will be equipped with novel lineage-specific regulatory elements to further restrict transgene expression to myofibres, muscle stem cells or interstitial fibroblasts, reducing also potential immunogenicity. The same vectors will be loaded with therapeutic genes or with new mutation-independent (for DMD and XLCNM) or mutation-specific (for LMNA- and COL6-CMD) gene editing tools, which will then be validated in dystrophic rodents. Finally, GMP-compatible batches of the top performing vectors will undergo advanced preclinical testing in large animals, preparing them for future clinical translation.",HORIZON,6553472
101082147,BLASTOID-DISCOVERY,Human blastoids: a drug discovery platform for women’s reproductive health,"The first weeks of human pregnancy are crucial as early abnormalities or insults result in infertility. Therapeutics acting at the onset of embryonic development would offer huge opportunities to improve public health through effective family planning and to reduce an ongoing global fertility decrease with profound economic, social, environmental, and geopolitical consequences. Unfortunately, a drug development program on human embryos is unfeasible due to the inaccessibility and scarcity of embryos, and to ethical issues associated with them. As a result, the attrition rate of drugs for reproductive health is high for all major In Vitro Fertilization (IVF) and pharmaceutical companies.

Recently, an alternative approach arose from stem cells self-organizing into structures closely resembling pre-implantation embryos (blastocysts), which we termed blastoids. Because stem cells can be largely multiplied, this embryo model provides a scalable and ethical alternative amenable to drug screens, thus opening numerous possibilities for therapeutic breakthroughs. Here, I propose to use human blastoids to discover molecules for women’s reproductive health.

Blastoids offer a unique opportunity to establish a drug discovery program for early pregnancy and an alternative to the use of animal and human embryos. As such, this path has the potential to decrease the cost of drug development and to increase the rate of approved drugs for reproductive health. The aim of BLASTOID-DISCOVERY is to investigate the commercial feasibility of using blastoids as a new and highly cost-effective tool in the discovery of therapeutics for reproductive health.",HORIZON,150000
101082210,HumanINK,Human based bioinks to engineer physiologically relevant tissues,"Bioprinting techniques, which integrate 3D printing with tissue engineering by using living cells encapsulated in natural or synthetic biomaterials as bioinks, are paving the way toward devising many innovating solutions for key biomedical and healthcare challenges and heralds' new frontiers in medicine, pharmaceutical, and food industries.

HumanINK aims to validate human based-bioinks to produce robust humanized 3D environments with unprecedented biofunctionality for cell culture that fully recapitulate the native microenvironment of a variety of human tissues and organs.
Under this project human-protein derivative precursors that can be cured upon light exposure to form soft hydrogels with tunable mechanical properties will be tested and validated as bioinks for 3D bioprinting. Such materials provide functional support for cell growth and interact with cells to control their function, guiding the process of tissue morphogenesis. This platform is the first to offer complete human-based material for bioprinting and an easy-to-use solution to create physiologically relevant 3D in vitro cell cultures, accelerate drug discovery or clinical purposes.
The HumanINK will allow to optimize the printability, robustness, reproducibility and scalability of the human-based bioinks. The biological response of multiple human cell types will be investigated and the bioinks will be benchmarked with the main competitors in the market.

Our proposed technology will increase the probability of successful drug development while simultaneously reducing the cost and time of development and supporting animal welfare, reducing animal experimentation. Based on the unique properties of our products, HumanINK represents a unique opportunity to develop materials for tissue engineering and accurate disease models for bridging the gap between fundamental research and drug validation, with a high and broad market potential in pharma companies, clinical institutions, or research groups.",HORIZON,150000
